CustomerID,amount,frequency,recency,cluster_id
12441.0,173.55,11,366,0
12442.0,172.06,12,2,1
12444.0,5005.46,177,20,2
12445.0,133.4,4,21,1
12446.0,1002.3099999999998,58,57,1
12447.0,476.49,26,242,0
12448.0,449.4500000000001,22,43,1
12449.0,4067.2900000000013,191,21,2
12450.0,197.88,8,155,0
12451.0,8933.519999999999,355,10,2
12452.0,428.57000000000005,23,16,1
12453.0,707.0899999999999,43,133,1
12454.0,-5.684341886080802e-14,30,52,1
12455.0,2466.859999999997,90,72,1
12456.0,3153.889999999998,129,43,1
12457.0,1917.78,68,57,1
12458.0,947.4000000000001,38,70,1
12461.0,826.8800000000001,35,93,1
12462.0,1124.0099999999998,72,1,1
12463.0,1303.6299999999997,88,45,1
12464.0,1212.0499999999997,29,9,1
12465.0,733.8900000000001,51,7,1
12468.0,724.04,40,142,1
12472.0,6229.480000000004,391,30,2
12473.0,2848.2299999999996,179,28,2
12474.0,7116.47,457,16,2
12475.0,723.38,36,53,1
12476.0,6546.580000000007,264,0,2
12477.0,13117.009999999993,308,22,2
12478.0,680.9900000000002,36,3,1
12479.0,477.30000000000007,35,3,1
12480.0,3281.6300000000015,154,27,2
12481.0,5590.8600000000015,218,22,2
12483.0,2327.130000000001,81,16,1
12484.0,4495.27,350,32,2
12488.0,1298.6599999999999,55,9,1
12489.0,334.92999999999995,15,335,0
12490.0,5417.9299999999985,245,4,2
12491.0,460.4000000000001,26,38,1
12492.0,263.21,20,62,1
12493.0,416.79,23,165,0
12494.0,1139.3500000000008,84,9,1
12497.0,1043.1,14,81,1
12498.0,403.7,23,20,1
12500.0,4206.2699999999995,65,22,1
12501.0,2089.68,160,314,0
12502.0,3723.87,147,95,2
12503.0,-1126.0,1,337,0
12504.0,114.00000000000003,15,17,1
12505.0,-4.5,1,300,0
12506.0,73.50000000000003,23,232,0
12507.0,1258.06,23,133,1
12508.0,398.27000000000004,69,25,1
12509.0,176.5,7,283,0
12510.0,982.57,33,142,1
12512.0,138.03000000000006,34,65,1
12513.0,586.7900000000001,36,84,1
12514.0,1017.6800000000002,51,266,0
12515.0,383.7,16,352,0
12516.0,1312.06,26,77,1
12517.0,2464.8899999999994,286,27,2
12518.0,2056.8899999999994,124,0,1
12519.0,340.84,18,63,1
12520.0,2582.5099999999998,155,78,1
12521.0,599.6800000000001,38,142,1
12522.0,192.72000000000003,12,38,1
12523.0,1745.5700000000006,110,1,1
12524.0,4485.719999999999,144,8,2
12526.0,1316.6600000000005,71,0,1
12527.0,348.71000000000004,18,81,1
12528.0,1922.2800000000009,95,8,1
12530.0,1623.6299999999994,68,59,1
12531.0,125.22,17,14,1
12532.0,349.83,16,29,1
12534.0,1089.18,63,130,1
12535.0,716.3500000000001,34,91,1
12536.0,4106.820000000003,273,7,2
12538.0,363.95,21,28,1
12539.0,3852.4999999999986,274,21,2
12540.0,13309.039999999992,481,19,2
12541.0,981.1800000000002,52,29,1
12544.0,355.7,20,29,1
12545.0,1000.3899999999999,50,74,1
12546.0,1141.5,70,46,1
12547.0,207.8,8,197,0
12548.0,95.19999999999999,5,165,0
12550.0,964.8299999999994,57,78,1
12551.0,168.0,10,357,0
12552.0,437.81999999999994,20,38,1
12553.0,3652.2500000000014,196,7,2
12556.0,603.7099999999997,121,49,1
12557.0,11990.96,33,15,2
12558.0,2.6645352591003757e-14,22,1,1
12559.0,536.2099999999999,22,310,0
12560.0,2101.3900000000003,111,4,1
12561.0,238.85,16,302,0
12562.0,3781.7400000000025,168,7,2
12564.0,456.9000000000001,21,260,0
12565.0,131.17,10,281,0
12566.0,346.70000000000005,20,72,1
12567.0,9114.939999999993,463,22,2
12569.0,4064.989999999999,191,1,2
12571.0,519.6099999999999,34,39,1
12572.0,1004.7200000000003,62,8,1
12573.0,160.54,28,226,0
12574.0,218.45000000000002,11,315,0
12576.0,1306.9799999999998,89,35,1
12577.0,595.4000000000003,148,34,1
12578.0,2753.3599999999988,120,20,1
12579.0,410.71999999999997,31,72,1
12580.0,415.7,24,246,0
12581.0,197.70999999999998,15,39,1
12582.0,511.3599999999999,22,238,0
12583.0,7187.339999999993,251,2,2
12584.0,1893.9500000000005,126,3,1
12585.0,1982.809999999999,97,233,0
12586.0,179.94,12,16,1
12587.0,144.0,4,7,1
12588.0,214.9,10,38,1
12589.0,646.6800000000001,35,28,1
12590.0,9861.380000000003,70,189,2
12591.0,452.84999999999985,26,316,0
12592.0,437.59999999999997,18,91,1
12593.0,418.09999999999997,21,108,1
12594.0,3320.2199999999984,119,37,1
12596.0,618.27,27,50,1
12597.0,3683.1300000000015,214,18,2
12598.0,3002.679999999999,133,9,1
12599.0,1032.5800000000006,62,28,1
12600.0,2581.0400000000004,65,28,1
12601.0,569.5600000000001,29,189,0
12602.0,153.12000000000003,12,58,1
12603.0,739.1999999999999,3,21,1
12604.0,254.17999999999995,16,78,1
12605.0,-7.5,3,364,0
12607.0,3.339550858072471e-13,202,57,1
12609.0,1126.8500000000001,60,77,1
12610.0,2057.9900000000007,111,22,1
12611.0,1193.32,65,51,1
12612.0,643.5900000000001,21,57,1
12613.0,3218.979999999998,163,30,2
12614.0,315.59999999999997,20,277,0
12615.0,2291.1900000000005,105,1,1
12616.0,657.25,36,84,1
12617.0,355.5300000000002,42,28,1
12618.0,177.31,11,21,1
12619.0,3214.81,95,15,1
12620.0,1339.4099999999999,92,14,1
12621.0,13612.069999999998,474,1,2
12622.0,180.09999999999997,11,231,0
12623.0,305.1,18,275,0
12624.0,641.1300000000001,38,105,1
12625.0,2614.3199999999997,91,211,0
12626.0,6388.3499999999985,307,22,2
12627.0,4478.53,230,10,2
12628.0,769.6099999999998,43,3,1
12630.0,1270.8799999999999,64,9,1
12631.0,640.5000000000002,31,56,1
12633.0,2140.6299999999997,103,58,1
12635.0,1689.18,101,89,1
12637.0,5953.25,394,66,2
12638.0,671.69,39,32,1
12639.0,486.1,22,238,0
12640.0,1174.58,53,23,1
12641.0,185.9,10,114,1
12642.0,1013.26,47,24,1
12643.0,3344.6400000000003,24,127,1
12644.0,477.9100000000001,31,129,1
12645.0,1755.3800000000006,74,33,1
12646.0,1346.9700000000003,45,4,1
12647.0,3669.9200000000005,128,21,1
12648.0,318.05,21,154,0
12649.0,603.7099999999999,33,106,1
12650.0,314.44,20,2,1
12651.0,114.00000000000003,9,334,0
12652.0,914.5299999999997,51,321,0
12653.0,2209.8500000000004,43,148,1
12654.0,601.98,38,10,1
12656.0,3982.720000000002,130,16,2
12657.0,1152.06,56,10,1
12658.0,686.0500000000001,36,18,1
12659.0,91.68,5,29,1
12660.0,245.10000000000002,13,10,1
12662.0,3817.079999999998,232,0,2
12664.0,4863.879999999999,38,7,1
12665.0,61.75,4,324,0
12666.0,-227.44,2,358,0
12667.0,620.13,33,57,1
12668.0,3743.180000000002,168,6,2
12669.0,1607.7300000000002,102,150,1
12670.0,2986.1500000000005,94,9,1
12672.0,225.9,10,329,0
12673.0,610.52,42,4,1
12674.0,1919.3100000000002,91,11,1
12676.0,1331.3900000000006,45,24,1
12679.0,1058.67,56,51,1
12680.0,862.81,52,0,1
12681.0,13677.59,646,14,2
12682.0,12288.219999999998,525,3,2
12683.0,8221.09,362,3,2
12684.0,2283.6299999999997,105,7,1
12685.0,2863.0800000000004,157,27,1
12686.0,89.14,7,371,0
12688.0,4873.810000000005,171,113,2
12689.0,1247.61,72,25,1
12690.0,389.00999999999993,16,205,0
12691.0,1035.8,32,27,1
12693.0,830.9599999999997,41,120,1
12694.0,869.6699999999998,37,69,1
12695.0,582.1,27,6,1
12697.0,939.02,43,20,1
12700.0,4867.990000000006,270,7,2
12701.0,797.7099999999999,53,79,1
12702.0,219.0,12,19,1
12703.0,274.69999999999993,22,63,1
12704.0,2220.84,90,6,1
12705.0,6814.240000000004,348,14,2
12707.0,603.42,33,291,0
12708.0,2616.320000000001,174,29,1
12709.0,9294.099999999993,257,2,2
12710.0,1130.5700000000006,79,96,1
12712.0,4241.629999999999,142,22,2
12713.0,848.5499999999998,38,0,1
12714.0,4708.859999999994,259,8,2
12715.0,353.85999999999996,21,105,1
12716.0,1053.4899999999996,69,3,1
12717.0,980.98,56,150,1
12718.0,238.25000000000003,19,70,1
12719.0,608.0999999999999,42,4,1
12720.0,5713.2800000000025,359,2,2
12721.0,2628.980000000001,164,31,1
12722.0,904.33,57,84,1
12723.0,725.0699999999998,69,3,1
12724.0,1031.4099999999999,53,4,1
12725.0,427.79999999999995,24,370,0
12726.0,2609.1000000000004,124,27,1
12727.0,3947.7000000000003,141,10,2
12728.0,836.3299999999999,46,70,1
12729.0,453.0100000000001,26,113,1
12732.0,236.2600000000001,12,179,0
12733.0,383.95,22,233,0
12734.0,110.39999999999999,4,352,0
12735.0,779.5699999999998,43,314,0
12736.0,234.00000000000003,4,332,0
12738.0,155.35,11,371,0
12739.0,1013.0400000000001,38,77,1
12740.0,427.5999999999999,27,63,1
12743.0,546.4299999999997,134,133,1
12744.0,9120.39,229,51,2
12747.0,4196.010000000001,103,1,2
12749.0,3868.2000000000016,231,3,2
12750.0,275.88,15,128,1
12752.0,4366.779999999999,53,80,1
12754.0,2949.12,65,235,0
12755.0,2203.1999999999994,6,249,0
12756.0,112.08000000000001,4,86,1
12757.0,4227.7000000000035,377,15,2
12758.0,2791.590000000001,97,116,1
12759.0,1531.4400000000007,95,51,1
12762.0,1898.5200000000004,69,7,1
12763.0,494.08,18,137,1
12764.0,1693.8800000000003,45,316,0
12766.0,6989.629999999999,310,3,2
12769.0,1143.6000000000001,32,238,0
12770.0,1351.4499999999998,12,210,0
12772.0,892.4700000000004,55,59,1
12775.0,1351.2400000000002,67,16,1
12778.0,804.2300000000001,51,19,1
12779.0,3868.700000000003,159,20,2
12781.0,707.72,30,20,1
12782.0,2273.3200000000015,107,4,1
12783.0,1603.8699999999997,86,1,1
12784.0,574.42,59,8,1
12785.0,305.71,15,2,1
12787.0,463.65999999999997,20,9,1
12789.0,91.85000000000001,4,64,1
12790.0,324.9200000000001,21,191,0
12791.0,192.60000000000002,2,373,0
12792.0,400.54,25,256,0
12793.0,545.48,24,334,0
12794.0,860.4099999999999,45,52,1
12795.0,430.4800000000001,14,18,1
12797.0,194.18,17,359,0
12798.0,6977.039999999999,8,9,2
12802.0,412.5799999999999,26,183,0
12808.0,483.65000000000015,28,36,1
12809.0,484.36,26,167,0
12811.0,514.85,31,260,0
12812.0,229.63999999999993,15,44,1
12814.0,125.92,2,101,1
12815.0,1063.46,47,147,1
12816.0,572.2,29,95,1
12817.0,166.04,4,280,0
12818.0,1517.8799999999999,16,177,0
12820.0,942.3399999999999,59,2,1
12821.0,92.72,6,213,0
12822.0,918.9799999999999,47,70,1
12823.0,1759.5,5,74,1
12824.0,397.11999999999995,25,59,1
12826.0,1468.1199999999997,94,2,1
12827.0,430.15,25,5,1
12828.0,1018.7100000000003,56,2,1
12829.0,253.05,12,321,0
12830.0,6748.4000000000015,39,37,2
12831.0,215.05,9,261,0
12832.0,383.03000000000003,27,31,1
12833.0,417.37999999999994,24,144,0
12834.0,312.38,18,282,0
12836.0,2612.8599999999988,175,58,1
12837.0,134.1,12,172,0
12838.0,683.1299999999994,123,33,1
12839.0,5583.620000000003,316,2,2
12840.0,2714.269999999999,116,143,1
12841.0,3876.399999999998,439,4,2
12842.0,1118.99,34,69,1
12843.0,1680.76,108,65,1
12844.0,325.9599999999999,52,28,1
12845.0,354.09000000000003,27,266,0
12847.0,871.5399999999998,91,21,1
12849.0,1050.8899999999999,51,30,1
12851.0,135.17999999999995,50,96,1
12852.0,299.75,20,289,0
12853.0,1881.6999999999998,84,107,1
12854.0,1289.1500000000003,115,78,1
12855.0,38.1,3,372,0
12856.0,2162.680000000001,317,7,2
12857.0,1106.4000000000003,46,210,0
12863.0,504.20000000000005,6,51,1
12864.0,147.12,3,137,0
12865.0,1548.0699999999993,96,25,1
12866.0,559.1199999999999,26,282,0
12867.0,3986.2199999999953,551,25,2
12868.0,1607.0600000000009,107,185,0
12870.0,-14.899999999999999,2,365,0
12871.0,380.64000000000004,11,83,1
12872.0,599.9699999999998,66,326,0
12873.0,374.0,4,281,0
12875.0,343.2300000000001,2,142,0
12876.0,2218.0200000000004,85,57,1
12877.0,1535.7700000000007,154,3,1
12878.0,841.6399999999999,49,17,1
12879.0,552.57,12,44,1
12881.0,298.0,7,275,0
12882.0,1463.0399999999995,13,8,1
12883.0,703.4700000000001,42,24,1
12884.0,309.05000000000007,7,87,1
12885.0,1158.2699999999995,72,62,1
12886.0,1351.0900000000001,86,67,1
12888.0,313.77,7,213,0
12890.0,380.46999999999997,82,23,1
12891.0,331.0,3,185,0
12893.0,188.14,34,30,1
12895.0,347.29999999999995,24,41,1
12897.0,216.5,4,204,0
12902.0,138.68,10,264,0
12904.0,509.57999999999976,72,17,1
12906.0,2919.809999999999,63,11,1
12908.0,246.0,4,58,1
12909.0,2128.83,96,39,1
12910.0,3075.0400000000013,75,22,1
12912.0,1662.3,24,2,1
12913.0,2483.6299999999997,50,4,1
12915.0,363.65,22,148,0
12916.0,2982.350000000001,109,138,1
12917.0,594.0,2,127,1
12919.0,1301.4399999999998,52,7,1
12920.0,164.23000000000002,28,16,1
12922.0,405.38,28,160,0
12923.0,176.97,29,63,1
12924.0,929.9500000000003,31,87,1
12925.0,694.0499999999998,45,4,1
12928.0,2062.6999999999994,84,34,1
12929.0,105.10000000000001,9,121,1
12930.0,409.90000000000003,27,77,1
12933.0,606.2799999999999,107,23,1
12935.0,2156.4499999999994,130,1,1
12936.0,1012.9000000000003,63,16,1
12937.0,1504.2700000000004,120,14,1
12938.0,114.14,9,25,1
12939.0,11581.8,47,63,2
12940.0,876.29,103,45,1
12942.0,683.9000000000001,75,130,1
12943.0,-3.75,1,300,0
12944.0,604.51,30,35,1
12945.0,462.95000000000005,23,287,0
12947.0,1407.29,103,143,1
12948.0,2053.7,118,15,1
12949.0,4143.020000000001,219,30,2
12950.0,1843.0,23,1,1
12951.0,1042.0700000000002,65,8,1
12952.0,1382.8400000000004,80,5,1
12953.0,329.84999999999997,17,9,1
12955.0,4734.259999999999,183,0,2
12956.0,108.07,19,305,0
12957.0,3979.0400000000022,244,3,2
12962.0,266.39000000000004,16,6,1
12963.0,1841.0299999999995,96,7,1
12965.0,771.9099999999996,109,88,1
12966.0,160.18,10,9,1
12967.0,1194.7500000000002,33,2,1
12968.0,135.95,5,111,1
12970.0,452.23999999999995,151,6,1
12971.0,10930.259999999998,308,3,2
12974.0,144.8,8,197,0
12976.0,738.6,22,211,0
12977.0,39.24,9,155,0
12980.0,7092.06,24,155,2
12981.0,372.21999999999997,20,29,1
12982.0,377.2,34,239,0
12984.0,97.5,4,18,1
12985.0,1215.6200000000001,78,0,1
12987.0,545.0,30,73,1
12988.0,535.32,92,291,0
12989.0,6854.509999999997,68,2,2
12990.0,409.50000000000006,13,30,1
12991.0,503.76,31,22,1
12993.0,414.75999999999993,27,22,1
12994.0,902.2200000000001,73,3,1
12995.0,200.72,5,77,1
12997.0,1197.94,67,21,1
12999.0,455.8799999999999,28,195,0
13000.0,534.8500000000001,31,106,1
13001.0,9797.920000000013,342,3,2
13002.0,120.94999999999999,7,317,0
13003.0,149.05,6,105,1
13004.0,5613.429999999999,409,11,2
13005.0,468.95000000000005,29,173,0
13006.0,81.57,4,55,1
13008.0,178.47,15,322,0
13011.0,50.550000000000004,3,371,0
13012.0,1311.6200000000008,107,8,1
13013.0,4786.990000000001,222,0,2
13014.0,3365.4300000000003,124,2,1
13015.0,3346.2800000000016,176,52,2
13016.0,789.8899999999996,47,72,1
13017.0,204.0,1,6,1
13018.0,7272.749999999996,459,15,2
13021.0,2584.3999999999996,134,3,1
13023.0,689.9000000000001,40,63,1
13026.0,936.1499999999997,43,0,1
13027.0,6912.0,26,113,2
13028.0,659.6800000000001,47,22,1
13029.0,1247.5,10,30,1
13030.0,799.4800000000001,99,10,1
13032.0,996.5199999999999,75,38,1
13033.0,190.54999999999998,11,356,0
13034.0,642.77,37,54,1
13035.0,886.6300000000001,30,57,1
13037.0,881.07,48,137,1
13038.0,908.46,28,79,1
13040.0,676.9900000000001,43,8,1
13043.0,471.57000000000005,14,253,0
13044.0,560.4700000000001,33,290,0
13045.0,305.28,18,98,1
13046.0,629.31,35,30,1
13047.0,3079.1000000000013,196,31,2
13048.0,1805.9099999999994,137,13,1
13049.0,656.6800000000002,14,63,1
13050.0,5684.610000000003,422,8,2
13052.0,348.15000000000003,18,211,0
13055.0,1201.96,78,63,1
13058.0,271.4,8,24,1
13059.0,183.4,8,249,0
13060.0,307.53000000000003,15,253,0
13061.0,248.61,10,71,1
13062.0,346.98,11,190,0
13064.0,1119.4900000000005,69,12,1
13065.0,205.85999999999999,14,372,0
13066.0,430.9000000000001,49,23,1
13067.0,115.46000000000002,15,81,1
13068.0,344.0,2,9,1
13069.0,3717.819999999998,470,0,2
13070.0,228.8,9,191,0
13072.0,177.14999999999998,7,266,0
13075.0,919.61,22,129,1
13077.0,729.2700000000001,112,0,1
13078.0,12432.279999999997,380,0,2
13079.0,220.09999999999997,6,3,1
13080.0,58.08,6,178,0
13082.0,3595.4800000000005,75,125,1
13083.0,303.75,18,3,1
13085.0,272.38,29,157,0
13090.0,8689.390000000003,161,8,2
13091.0,319.82,24,20,1
13092.0,459.83,26,70,1
13093.0,7741.47,170,266,2
13094.0,1708.8600000000006,30,20,1
13095.0,74.4,6,70,1
13097.0,5893.319999999993,437,32,2
13099.0,207.35999999999999,1,98,1
13101.0,101.18999999999998,8,233,0
13102.0,6336.290000000001,310,0,2
13103.0,243.94,8,39,1
13104.0,1098.48,20,2,1
13106.0,59.5,2,128,1
13107.0,1524.0700000000004,60,43,1
13108.0,350.05999999999995,10,372,0
13109.0,766.84,50,2,1
13110.0,1452.8700000000006,146,30,1
13113.0,10510.000000000007,280,0,2
13115.0,2205.6300000000006,132,8,1
13116.0,485.19000000000005,31,116,1
13117.0,984.9099999999996,76,21,1
13118.0,1124.9999999999993,82,19,1
13120.0,30.599999999999998,1,238,0
13121.0,254.7299999999999,53,268,0
13122.0,922.3900000000002,55,93,1
13124.0,3866.3299999999977,235,89,2
13126.0,2056.29,142,4,1
13127.0,259.16999999999996,15,77,1
13130.0,64.0,2,93,1
13131.0,1039.2999999999997,46,22,1
13132.0,77.3,3,261,0
13133.0,109.80000000000001,7,273,0
13134.0,1740.6299999999999,105,72,1
13135.0,3096.0,1,196,0
13136.0,2545.3800000000006,139,49,1
13137.0,3605.0799999999995,705,10,2
13138.0,962.3900000000001,63,21,1
13139.0,5055.790000000004,174,15,2
13140.0,423.71999999999997,46,107,1
13141.0,2385.7999999999993,136,84,1
13142.0,307.0899999999999,23,18,1
13144.0,110.94999999999999,3,332,0
13145.0,614.77,7,39,1
13146.0,228.91,17,25,1
13147.0,712.8000000000001,4,9,1
13148.0,3348.4799999999996,347,28,2
13149.0,1676.0599999999997,86,13,1
13151.0,1250.3700000000003,75,202,0
13153.0,486.22,15,5,1
13154.0,-611.86,1,143,0
13155.0,971.76,85,32,1
13157.0,1721.5699999999993,89,48,1
13158.0,1201.0600000000004,79,94,1
13159.0,1379.7500000000007,122,8,1
13160.0,91.8,4,21,1
13161.0,112.75,8,312,0
13162.0,1644.9899999999996,82,121,1
13165.0,1021.4799999999999,42,45,1
13166.0,414.69999999999993,42,281,0
13167.0,791.3300000000002,65,18,1
13168.0,1310.14,133,35,1
13169.0,712.88,13,63,1
13170.0,116.01000000000002,32,26,1
13171.0,426.8099999999999,48,7,1
13173.0,353.65000000000003,43,3,1
13174.0,2817.0300000000007,314,15,2
13176.0,492.8400000000001,72,45,1
13177.0,282.45,17,64,1
13178.0,5725.470000000003,265,25,2
13182.0,121.17999999999999,11,44,1
13183.0,3957.7800000000016,94,7,1
13184.0,1648.7900000000009,183,14,1
13185.0,71.4,1,267,0
13186.0,1539.6900000000003,84,39,1
13187.0,236.01999999999995,37,336,0
13188.0,114.60000000000001,2,10,1
13189.0,260.68,29,18,1
13192.0,911.9400000000002,63,94,1
13193.0,117.88000000000001,29,60,1
13194.0,60.7,3,135,0
13196.0,1797.78,110,10,1
13198.0,3384.0899999999974,229,9,2
13199.0,9803.960000000003,120,3,2
13200.0,870.09,46,18,1
13203.0,869.4599999999999,57,9,1
13207.0,250.26000000000002,8,14,1
13208.0,1205.8999999999999,150,58,1
13209.0,5820.16,329,29,2
13210.0,353.47999999999996,22,93,1
13211.0,1197.4199999999998,56,9,1
13212.0,780.5799999999998,143,8,1
13213.0,1518.4300000000003,92,56,1
13216.0,333.74,5,267,0
13217.0,133.62000000000003,7,121,1
13218.0,62.64,5,126,1
13220.0,819.29,21,77,1
13221.0,847.4100000000001,66,239,0
13223.0,163.20000000000002,5,199,0
13224.0,2150.8499999999995,109,59,1
13225.0,6083.040000000002,34,2,2
13226.0,108.21000000000001,16,272,0
13227.0,257.7,9,201,0
13228.0,358.0,2,80,1
13229.0,160.95,10,225,0
13230.0,2763.4100000000008,612,3,2
13232.0,1357.6000000000015,207,12,1
13233.0,605.1200000000001,43,73,1
13235.0,101.16999999999973,59,211,0
13236.0,727.2700000000001,39,24,1
13238.0,680.8300000000002,32,10,1
13239.0,329.56,22,261,0
13240.0,663.6500000000001,67,95,1
13242.0,270.40000000000003,13,111,1
13243.0,600.07,58,202,0
13244.0,121.74000000000001,27,92,1
13245.0,430.5,16,50,1
13246.0,1922.1000000000008,143,17,1
13247.0,501.12,25,17,1
13248.0,465.6799999999999,26,124,1
13249.0,711.41,23,91,1
13253.0,1030.3999999999999,36,156,0
13255.0,390.65999999999997,14,3,1
13256.0,0.0,1,13,1
13258.0,698.5799999999999,38,11,1
13259.0,292.3199999999999,87,61,1
13260.0,557.6200000000001,8,60,1
13261.0,944.1,9,268,0
13262.0,200.29000000000002,11,262,0
13265.0,2107.6600000000008,91,52,1
13266.0,3717.6699999999996,202,10,2
13267.0,4404.440000000001,224,2,2
13268.0,3167.639999999999,447,17,2
13269.0,5315.919999999999,320,0,2
13270.0,590.0,1,365,0
13271.0,178.25999999999988,101,36,1
13272.0,276.56000000000006,15,30,1
13273.0,138.97999999999996,16,112,1
13276.0,590.93,30,63,1
13277.0,258.4,8,15,1
13278.0,542.73,46,40,1
13279.0,126.3,11,63,1
13280.0,814.8600000000001,85,121,1
13282.0,1047.84,40,17,1
13283.0,93.66,7,59,1
13284.0,196.15,14,322,0
13285.0,2709.1200000000003,187,22,2
13291.0,361.10999999999996,42,155,0
13292.0,578.9399999999999,31,38,1
13294.0,873.7399999999998,54,189,0
13295.0,197.95,11,359,0
13296.0,87.4,5,136,0
13297.0,2089.8500000000004,59,7,1
13298.0,360.0,2,0,1
13299.0,142.5,5,267,0
13300.0,365.2900000000001,22,164,0
13301.0,618.0899999999998,81,103,1
13302.0,63.75,1,154,0
13304.0,300.4199999999999,21,350,0
13305.0,2000.8599999999992,81,3,1
13307.0,15.0,1,119,1
13308.0,1367.6100000000001,57,22,1
13309.0,1456.7899999999993,107,6,1
13310.0,1083.63,77,8,1
13311.0,598.57,26,3,1
13313.0,1555.3199999999993,78,21,1
13314.0,578.6600000000001,75,1,1
13316.0,5815.490000000002,88,36,2
13317.0,2140.0699999999993,135,63,1
13318.0,640.76,20,0,1
13319.0,10664.33999999999,500,4,2
13320.0,1491.7000000000003,110,69,1
13321.0,567.36,11,71,1
13322.0,199.48,25,16,1
13323.0,787.85,21,2,1
13324.0,7072.799999999994,77,31,2
13325.0,675.3,12,81,1
13327.0,3617.5699999999983,109,38,1
13328.0,1308.48,17,315,0
13329.0,740.3999999999999,19,31,1
13330.0,1140.9299999999996,53,92,1
13332.0,350.9,21,13,1
13334.0,3536.819999999998,268,81,2
13336.0,795.12,51,76,1
13338.0,431.82,24,153,0
13339.0,860.1200000000002,54,200,0
13340.0,10736.47999999999,134,44,2
13341.0,775.8499999999999,42,260,0
13343.0,303.93,22,172,0
13344.0,2543.720000000002,119,67,1
13345.0,377.6000000000001,22,276,0
13347.0,341.36,8,69,1
13348.0,233.76,14,63,1
13349.0,247.31999999999996,16,10,1
13350.0,910.7199999999998,43,15,1
13351.0,373.94,16,65,1
13352.0,389.2800000000001,27,7,1
13354.0,743.5300000000003,51,70,1
13355.0,674.7,32,121,1
13356.0,768.2400000000001,42,79,1
13357.0,609.9500000000002,90,256,0
13358.0,439.03000000000003,29,268,0
13359.0,431.25999999999993,24,58,1
13362.0,3085.4899999999984,169,2,2
13363.0,992.5000000000002,60,17,1
13364.0,2.1316282072803006e-14,20,66,1
13365.0,2191.220000000001,132,8,1
13366.0,56.160000000000004,1,49,1
13368.0,623.4,29,256,0
13369.0,263.75000000000006,19,353,0
13370.0,721.3200000000003,44,365,0
13372.0,378.64,23,89,1
13373.0,3312.2500000000005,158,60,2
13375.0,772.8999999999997,38,80,1
13376.0,1019.7600000000003,53,98,1
13379.0,572.5599999999997,97,25,1
13381.0,3626.8100000000004,173,20,2
13382.0,222.99,15,280,0
13384.0,4122.28,155,30,2
13385.0,534.5700000000002,35,329,0
